,date,isEdited,developerResponse,review,rating,title,userName,app
2205,2018-02-21 11:29:44,False,,Provided with such a better alternative it makes Travelling around so much easier now!,5,Reliable and fun and attractive to use!!,Mayatong,GrabFood
2206,2018-11-15 03:41:20,False,"{'id': 5981689, 'body': 'Hey mauricechua, you can view the credit balance in the application. Simply tap into the home page and tap the information icon beside your balance. Please drop us a message via the in-app HelpCenter if you need any assistance. Thanks!', 'modified': '2018-11-17T02:00:33Z'}",I’m able to view my other currency credit balance for singapore 🇸🇬 in the past before newer version update but not I’m not able to see or know what’s my other countries currency balance . Is it possible to reset or add in this function now,2,Some missing info,mauricechua,GrabFood
2207,2018-10-26 01:21:54,False,"{'id': 5679022, 'body': 'Hi userr835, we are sorry to hear this. Please share your feedback with us via the in-app HelpCenter so that we can assist you further. Thanks!', 'modified': '2018-10-27T00:34:30Z'}","Time to time they prove that they are second grade copy of Uber.. stupid surcharging, no taxi available when rates are normal, frequent cancellations.. the list is quite long.",4,Hope they left Singapore instead of Uber,userr835,GrabFood
2208,2017-09-06 00:55:21,False,,I can't verify the address whether it is correct for Rivertrees Residences. The cab driver is arguing that it is wrong - Fernvale Road instead of Fernvale Close.,5,Can't verify the address after keying in building name,WCL75,GrabFood
2209,2017-08-10 07:10:59,False,,User friendly and it brings more convenience to us! But sometimes a bit harder to get a cab as compared to Uber and Comfort,5,Great app to use,Ronnie0825,GrabFood
2210,2017-08-18 09:00:12,False,,Easy to use considering the options they have.,4,Easy to use and there are a number of options,alinea6663,GrabFood
2211,2017-08-12 14:44:02,False,,"sometimes the drivers dont accept rhe customers which is very irritating .When we insist on finding grab drivers for long,the price starts to increase .However, the price is rather affordable sometimes",3,efficient and affordable,flaminggoo,GrabFood
2212,2017-07-30 03:07:00,False,,Quite easy and convenient to use. More improvement should be done on Grabhitch and affordable rate for everyone.,5,Convenient App,Sonic 092!;,GrabFood
2213,2017-06-24 11:02:15,False,,User friendly and from time to time they improve on the interface.,5,Satisfied!,Snowy_babyleo,GrabFood
2214,2017-07-01 11:59:37,False,,Driver gps does not tally with my actual gps location. Most frustrating is the quality of call between us and driver always have a 2 second lag. Very frustrating when you're trying to convey the message to the driver and the driver is talking over you and vice versa.,2,GPS screw up,thunderpig7,GrabFood
2215,2017-04-06 03:50:03,False,,Super easy and friendly to use. Getting more interesting after every update with features such as reward.,5,Great app,Hellosheepy,GrabFood
2216,2017-01-10 12:35:44,False,,"This is a big help for a commuter like me. I always took cab to go to
work and cost me a lot. With Grab, I can go to work conveniently and at the same I have some savings. Thanks Grab.",5,Great App,Bhabyghurl,GrabFood
2217,2016-12-28 01:54:08,False,,Intuitive interface and quick,5,Easy to use,DebadityaG,GrabFood
2218,2016-12-22 05:14:03,False,,This so far has been my best taxi experience in Singapore. Quick booking and the drivers professional also right on time.,5,Best app,Hemanth Ampolu,GrabFood
2219,2016-12-03 02:18:18,False,,"Excellent customer loyalty promotions. 
Super responsive email customer support. 
Very personable phone customer support. 
User friendly, intuitive mobile app design.",5,Service excellence,Convertite,GrabFood
2220,2016-11-19 14:57:16,False,,"Either uber has fallen behind, or grab has really upped its game. Peak hour rates are still insanely high, but pricing for off peak hours are more reliable n affordable these days. Great job Grab!",5,Reliable,UberFrust,GrabFood
2221,2016-06-06 12:00:25,False,,"So glad to have grab car! Been using it regularly, always convenient and nice drivers.",5,Good service & easy to call,Mammikate,GrabFood
2222,2016-05-04 23:14:59,False,,"The whole concept of grabcar is crazily awesome. To make it even better, the app is really easy to use. Love everything about the app! :-)",5,Definitely worth it!,Gaex 12313,GrabFood
2223,2015-09-26 14:00:26,False,,Books the taxi in less than 1 minute. Always able to find the taxis when needed unlike other taxi Apps. Easy to use.,5,Best taxi app in SG,Vikasmalik22,GrabFood
2224,2016-02-10 20:53:38,False,,"took advantage of us being slightly tipsy from alcohol, charged us 40 instead of the stated 23 (no ERP or whatsoever) would be willing to pay more, but not 17 dollars (after all we all stay in the east). Be wary. 

More stringent rules should be put in place on how the charges are implemented, rather than letting drivers key in how much they feel they should be paid in additional cost.",1,CAR PLATE 1673P,Noob123ahdhevdjakw,GrabFood
2225,2015-10-09 01:22:49,False,,"Today I use grabcar, keyed in my address and pressed enter but it came out another address nearby. This is not the first time this happens. Please make a check! Thanks! Other than that, it's a great app!",4,Problem with the app,Evolutionrulez,GrabFood
2226,2015-07-07 14:15:29,False,,"Today MRT services is down, grabtaxi saved my life and brought me back to home! I don't need any other apps!",5,No other app is better than this,Paulababyme,GrabFood
2227,2015-09-02 13:13:15,False,,"Registered my credit card at the app, but the option to pay by credit card disappeared and have to pay by cash each time I use the app",3,Cannot choose payment option,WWW just do it!,GrabFood
2228,2014-04-05 06:03:15,False,,Quick response time. Great user interphase. And you get a cab when the other apps tell you there's no cab available. Super like!,5,Efficient!,Sizzling in Singapore,GrabFood
2229,2014-12-29 00:52:41,False,,"App allowed taxi that is 7 min away to take the booking. After waiting for 7 min, I called the driver and he said he was waiting for me to cancel because he can't make it!!! 
Immediately 2nd booking I made, the booking was cancelled on its own, lucky I called driver earlier and made arrangements with driver to come and to pay him as per booking. 
Wasted 15mins and never the less was late!",1,Very bad,Nuenuena,GrabFood
2230,2014-04-23 11:44:53,False,,"Can't recommend this enough. It's a great one-stop app for taxi booking. The only downside at the moment is the number of drivers who use this, but that will only increase as the app gains popularity and notoriety.",4,Slick UI and great experience,toastyou,GrabFood
2231,2020-07-04 03:45:20,False,"{'id': 16405210, 'body': ""That doesn't sound right! Please reach out to us via the Help Centre or our social media platforms so that we can investigate.\r\n"", 'modified': '2020-07-05T06:03:29Z'}",I don't know why the call from GRAB gets hung up? I can't get calls from deliverymen！,5,Is it a bug？,PassTheBallCXK,GrabFood
2232,2019-02-20 01:31:49,False,"{'id': 7426441, 'body': 'Hi aannlloo22, That’s not the experience we want you to have. Can you write to us via our in-app help centre so that we can assist? Thank you!', 'modified': '2019-02-23T03:45:22Z'}","No right turn from Bukit Batok road into brick land road, pls edit your algorithm according. Thank you.

How to send you a picture?",5,Right turn,aannlloo22,GrabFood
2233,2020-01-17 03:36:04,False,,Can grab have grab history delete option please!,4,Grab history,Strwberryg,GrabFood
2234,2019-12-09 04:41:25,False,,All the recent changes is horrible. No single thoughts are given to user experience. If only I can give no stars or - stars. Is this what you do when you have a bigger share market? Hoping Gojek and other new players will improve so we can use them instead.,1,No thoughts to user experience,Lue YE,GrabFood
2235,2019-05-28 07:23:52,False,,Grab driver took off immediately after exiting the car with items. Grab is unable to resolve or do anything but give you a ticket no. unless you raise your voice and scold their staff. Great way to burn a ticket. Decided to remove grab and cancel subscription permanently.,1,Grab cannot resolve after driver takes off with luggage,Uninstalled Grab,GrabFood
2236,2019-04-26 07:01:38,False,,You suddenly cannot do schedule/advance booking for standard taxi. The schedule book button missing from app. Emailed Grab on any update to have this fix but no response. I intend to rate zero star  but can’t continue without rate at least one star...,1,Increasing disappointment with this app and service,Jaandeng,GrabFood
2237,2018-06-15 09:20:33,False,"{'id': 3860468, 'body': 'Thanks for the feedback! Definitely something that we can work on :)', 'modified': '2018-06-16T05:24:55Z'}",My location is always wrong. GPS tends to pin me a couple of blocks away often which is a hassle for me to go and check my location especially when I’m in an unfamiliar place. Please put in an edit location function AFTER request for driver has been made.,1,Location services need improvement,dadasya,GrabFood
2238,2018-06-14 10:19:47,False,"{'id': 3860471, 'body': 'Hey there, sorry to hear this. We constantly update our features to improve the usability. Please give us a chance to improve and we hope to serve you better in the near future!', 'modified': '2018-06-16T05:26:02Z'}","Dreadful app. Not only the route is not displayed when already in the car and it’s very difficult to figure out how to disputes charges by the driver(still don’t manage to figure it out), but also all the ads coming up after the very click. Please fix those. Uber was so much better, take an example Grabb.",1,Remove the ads!,Andrei AA,GrabFood
2239,2018-05-14 07:35:18,False,"{'id': 3470646, 'body': 'Hey, there! Please reach out to us via the Grab App Help Centre so we can help you. Thanks!', 'modified': '2018-05-15T08:37:24Z'}",I am new to Singapore and forced to move to Grab after Uber was taken over by them. I downloaded Grab app and I am not able to register since my account is “suspended”...( God knows why and how?!! ) ...now  it’s been almost a month since I filed my complaint but they have not done anything to help me. I already HATE Grab ! Miss u Uber :(,1,"Horrible service. One month, no response.",new-in-SG,GrabFood
2240,2018-04-02 02:16:31,False,,This app has helped me a lot 9 out of 10 rides are mostly hassle free and pleasant. I will continue to use this app for my trips with the continued good service.,5,Great Ride,Apidah,GrabFood
2241,2018-04-04 10:56:23,False,,"(1) I cant have the account to be sync on my another phone. Very inconvenient for me. 

(2) Everytime i got log out for no reason, they charge me again after i keyed in my debit card.

(3) Pickup point is not as accurate as Uber. They have few specific “Hot” pickup point for passenger to choose.",2,App Not user friendly.,AaNie LovElmo,GrabFood
2242,2017-08-21 05:22:05,False,,It will be good feature to intro payment between users,5,Transfer of payment,Soulsoulsoul,GrabFood
2243,2017-07-19 12:02:17,False,,The famous car hailing service needs no introduction as it's widely used here. The app supports real time interactive functions with maps and message capability.,5,The Uber of Asia,Drunken_Chef,GrabFood
2244,2017-06-24 09:30:49,False,,"On the booking screen, while we write the address, there should be an option to reverse the From & To addresses",5,Review,MAMUN ABA,GrabFood
2245,2017-06-18 12:20:34,False,,"Happy with my first and second trip, cheaper then Uber, and the 2 drivers know the routes very well too.",5,Easy to use.,AvyGoh,GrabFood
2246,2017-05-21 04:19:27,False,,very user friendly and convenient APP，always get car within mins after booking，keep up the good works！,5,very good APP,BGMago,GrabFood
2247,2017-05-04 23:59:37,False,,Fast and efficient although some times its kind of hard to find a driver near me but still great effort,5,Really fast and efficient,EbolaBanana,GrabFood
2248,2017-02-22 11:17:31,False,,Have been using GRAB eversince i stopped ComfortDelGro. Neither prefer Uber at all. Had a complain wif it recently driver being blatantly discourteous. All e drivers were warm and kind. Total preference for Grab!,5,Go Grab!,Pampiboo,GrabFood
2249,2017-04-07 07:25:50,False,,"I've been using grabpay all along as payment mode but ever since the recent update (7th April 2017), the app doesn't allows me use grabpay but only cash? Despite multiple attempts of entering different credit cards/removing and adding back, the app saved the credit card details but doesn't allows you to select grabpay as payment method.",1,Problems,YingVannie,GrabFood
2250,2016-08-01 12:23:47,False,,"So far all my grab rides are amazing, the drivers are friendly and the Application itself is so helpful and reliable... Kudos",5,Highly recommended,Donn0808,GrabFood
2251,2016-11-28 02:04:24,False,,"Don't uee grab. Waited for 30 minutes to book a cab. Ended up using ComfortDelGro's app. This is due to the fact that cancellation of bookings once or twice puts you down on their list. The algorithm does not take into consideration how much a user uses the the app, even if it's on a regular basis. Grab should do something about this or it will start losing customers.",1,Don't use grab,eezy_94,GrabFood
2252,2016-08-15 00:59:13,False,,"I downloaded this app on my iphone 4 and I didn't use it at the time. But when I changed to an iPhone 5c and finally wanted to use it, you say my account is suspended??? What's worse is It's been 4-5 months and I'm still suspended?? Please fix this as I really want to use this app for what it is and not just keep seeing myself not being able to use it.",1,Why??,Sullete,GrabFood
2253,2016-06-06 02:35:27,False,,Good & simple apps which easily to use .. Then I will keen to book more & make us save time without any trouble..,5,"Simple , easy , user friendly",BabyDarling,GrabFood
2254,2016-04-10 12:20:23,False,,Convenient and friendly drivers than our taxi drivers. Cheapest rate in town! Keep up the good work grab!,5,Grab Service,Jlouie23,GrabFood
2255,2016-04-04 02:23:58,False,,"It's super convenient to have this app especially when travelling to southeast Asian countries, like Indonesia, Philippines and Thailand etc. I can still use this app too. So easy to book a ride!",5,Cool app,elllefern,GrabFood
2256,2016-04-01 16:20:16,False,,Never disappoints . Offer good and prompt bookings from friendly Drivers in good quality cars when there are plenty of choosy and arrogant taxis around the island . 💪🏼💪🏼💪🏼keep up the grew job !,5,Thanks Gawd for GrabCar,Adrian low jusmealo,GrabFood
2257,2015-10-14 00:46:06,False,,In Singapore flagging taxi is like a battle. Booking taxi on phone is like gambling. It is a time wasting process. This app solved all that and thank you for such a tip TOP service. Keep making it better!,5,Best taxi,ExpatSingapore,GrabFood
2258,2015-07-05 02:00:35,False,,"Hi this is the best app ever for grabbing a taxi! However, it would be nice to slightly lessen the booking fees. If it is possible, I believe many of us will just grab taxi everytime we need a taxi compared to hoping to get a taxi on the street to safe money.",4,Awesome app,Ash sun wind,GrabFood
2259,2014-10-02 01:45:23,False,,"The app itself is informative. But the maps used from four square.... Hmmm not so great.

You search 1 location, and you'd get 9 other similar results, merely phrased differently or spelt with a different alphabet. 

How confusing will that get you, you think?",3,Because its 4square,Magnumoceannnnn,GrabFood
2260,2014-09-02 10:29:21,False,,"Fantastic ! Simply the fastest booking during peak hour. I would use grab taxi anytime!

2 minutes during peak hour!",5,Unbelievable speed!,Tan Clan,GrabFood
2261,2019-07-05 07:52:36,False,,"If I’m late GRAB always come out to my mind and save me for not being late.
Really needed it when I really needed it.",5,Save my life.,Zx.Jem,GrabFood
2262,2014-05-11 20:43:58,False,,This app is ridiculous. It's a fishing app whereby you're the Balt that is up for grab by taxi drivers nearby irregardless of cab type. Worse of all the cab that picked you could take 15 minutes to arrive and you're oblige to wait. Board the cab the booking fee is higher than the standard rate. I am deleting this app and stick to the standard citicab app for bookings.,1,App that help taxi driver earn more,TheAsclepius,GrabFood
2263,2020-07-03 12:49:57,False,"{'id': 16394191, 'body': ""We're sorry to hear that your order has been cancelled. The driver must fulfil your order. However, the driver may cancel your order if the food you've ordered is out of stock or the restaurant is closed. You may choose to order from another restaurant, and that you can reuse any promotion code meant for this booking for your next order (subjected to ongoing promotional terms & conditions).\r Thank you! \n\r\n"", 'modified': '2020-07-03T23:47:33Z'}","They cancelled the order after waiting for 1.5 hrs saying driver was not available even though they were charging more than 6$ as a delivery charge for a restaurant which was just 2.3 kms away

Happens multiple times.

If you are increasing delivery fee, try to increase services too.",1,Grab food worst ever service,Vishal2505,GrabFood
2264,2020-04-27 09:31:39,False,"{'id': 16127388, 'body': ""Hi, we'd love to help you. Please reach out to us via the Help Centre or our social media platforms! \r\n"", 'modified': '2020-06-22T00:30:27Z'}",Can I know how come my recent e-receipts are different from the old ones? I mean design/format wise. The font and picture are so huge I can’t even screenshot to submit my company for claims. This only happens after I update the apps. Can someone help me?,2,Grab ride e-receipts,Rainbowhcy,GrabFood
2265,2020-03-06 17:33:26,False,,"- Not the first time my food orders are incorrect or missing.

- Sure can give us refund but we are hungry, we want the food, you want us to order again and wait the whole duration when the mistake was on your side. 

- Grab Food app itself crashes all the time for me.",1,Disappointed with Grab Food,Vinitha23,GrabFood
2266,2017-10-04 06:46:18,False,,"The app seems got one bug, when u reply driver's text, meantime it comes a text, the app will be dead...it happens some times",5,Practical,Cherry1983,GrabFood
2267,2019-05-09 09:10:49,False,,"I wanted to order via Grabfood in Grab app but the options cannot be ticked! I loaded $50 but still couldn’t order! If I wanted to ride and pay with the balance that I loaded, other options besides CASH cannot be chosen also!",2,Cannot pay!!!,nnicalafee,GrabFood
2268,2019-04-20 03:38:43,True,"{'id': 7749997, 'body': 'Hi NoNewsToRead, sorry for this experience. We are looking forward to new improvements which will enhance your experience. Have a great week ahead!', 'modified': '2019-04-20T03:38:43Z'}",I used it as “hitch driver” and always find it a chore to find passenger. The matching algorithm to search for passengers is not good and I cannot  filter by time which I think is most basic. Matching logic is also not relevant as it will give me results which is 15km off my destination.,2,Not helpful for Hitch driver,NoNewsToRead,GrabFood
2269,2019-04-01 12:06:13,False,,"Please find a way to have really fixed prices. ERP/toll is added afterwards and the correct amount is hardly communicated by the driver.

Please look for a new consumer friendly and transparent solution.",3,Prices are not fixed,volk70,GrabFood
2270,2018-11-29 15:28:37,False,,"I have been trying to register with grab. The thing is I don’t have an access with the email account I have registered before , i want to use other email but once you provide your number it  won’t allow you to use other email anymore. Please kindly check on that issue.",1,Registration issues,andcyemjxfo,GrabFood
2271,2018-10-24 09:21:42,False,"{'id': 5656743, 'body': 'Hi Vhtfhwlego. Sorry to hear that you feel this way. We hear your feedback and we assure you that we are continuously seeking to improve the system and processes to be able to serve you and our customers better. Thank you.', 'modified': '2018-10-25T07:48:48Z'}","Grab has managed to breed cheapo ridership which myself included. No promos, no booking.

And this cheaponess of mine extended to finding the cheapest place/destination to book a ride.

Blk “18” & “18A” of my destination can quote a price difference of $1. 

Pick Up location at MBFC 1 & 2 to Orchard road $20 & $28.

Because of such price fluctuation, some kind drivers which had picked me during had commented that “wow, you know of MBFC 2 is much more expensive than 1”. 

Even that I walked to 1 to correctly reflect on the pu location but I feel so “insulted” by the driver’s comments. 

In order not to have such unwanted attention, I stopped using your app.",1,Grab breeds cheapo,Vhtfhwlego,GrabFood
2272,2018-08-25 12:31:00,False,"{'id': 4843868, 'body': 'Hi there! Sorry to hear that you feel this way. Can you write to us via our in-app help centre so that we can understand your concerns better? Thank you!', 'modified': '2018-08-28T14:15:04Z'}","Always - Drivers arrive few mins after the “Arrived” message received !!!

Mostly - Poor and inappropriate estimated waiting time - In most cases  “arriving in 5mins” status when booked, but after 10mins it still “arriving in 5mins” !!!

Some Times - Booking accepted and status is arriving in x mins, after we note details of vehicle arriving driver cancels that booking and the same was accepted by another driver with longer waiting time !!!

“Grab is OK for riders to struggle with above ALL but make sure to charge customer $3 for 5mins ‘waiting’  - Take note, waiting time is calculated from the time of msg but NOT the actual arrival time” !!!",1,Worst Service !!!,K1R1V1,GrabFood
2273,2018-08-17 07:03:32,False,"{'id': 4712764, 'body': 'Hi Fresa92! Do refer to our Grab Rewards catalogue https://www.grab.com/sg/hello_grabrewards/. The multiplier have been revised, while the points required to purchase ride rewards will be as before till 30th Sept 2018!', 'modified': '2018-08-18T10:09:00Z'}","Two days ago, I was able to get the proper points via Justgrab and Grabshare. According to Grab, their rewards system shouldn't change until 30 September, but why am I given only 18 points for a 18 dollar ride which I booked today?! I'm supposed to get 54 points since it's only August 17. Grab should look into this.",1,Horrible change in rewards system,Fresa92,GrabFood
2274,2018-06-23 08:57:46,False,"{'id': 3975292, 'body': 'Hi Lotte Tiger, sorry for the inconvenience caused. Please ensure that there is enough memory space on your mobile, delete and reinstall the Grab (ride) app. Should the issue persist,  please get in touch with us via the app/ online Help Centre with the error message/issue and we will be glad to assist you. Thank you', 'modified': '2018-06-26T01:31:39Z'}","Every time I open the Grab app, there is a window asking me to download Grab good app. I don’t use food delivery service at all. What does Grab want me to do? To download an app that I’ll never use?

So, now the same app promo window still pops out every time I open the app. 

If this was not the only taxi app now, I would have deleted this app from phone forever.",1,Grab food app promotion,Lotte tiger,GrabFood
2275,2018-04-03 12:49:36,False,,"Unlike all the other ride companies, Grab puts absolutely nothing into their customer service. A typical interaction will go like this:

1. Wait 3 days for a response.

2. Some Thai that can barely speak English will reply your email with the absolutely worst spelling/grammar, and after some back and forth he will just try to get you to shut up by stuffing a voucher in your face.

3. Escalate till you get someone that actually knows how to use a keyboard, he will then say he needs to “check and will get back to you”. He then will never get back to you.

The sad thing is that it’s not an isolated incident.",1,Disgusting company,Sushifingers,GrabFood
2276,2017-09-05 13:49:05,False,,Glad to see GRAB operating in Vietnam. Free from taxi Drivers hassle and cheating that I went through all these years. Kudos to GRAB for making consumers life safe and easier.,5,Free from Worries,Sam Mariappan,GrabFood
2277,2017-07-12 14:20:20,False,,"So thankful to have this app during our summer break here in Singapore. And is very helpful and all the drivers that I met were Fantastic, cheerful and helpful.",5,Blessed to have this app. this summer.,JCTurtles,GrabFood
2278,2017-08-09 17:04:53,False,,just wondering why after sometime i would need to re-enter my phone number when i wish to use the apps?,4,Re-entering of phone number,Birt Lee,GrabFood
2279,2017-05-05 21:31:14,False,,Ever so addictive to catch a ride with such user friendly App. Awesome. Looking forward to future enhancements to make the ride experience even better!,5,Best app ever,cdiana2012,GrabFood
2280,2017-01-31 13:31:58,False,,"I use it every other day, very efficient and extremely effective and fast app. I like it especially because is a real life problem-solver !",5,Superb app,The gentleman at world's end,GrabFood
2281,2016-11-28 03:43:25,False,,Usually on time. Nothing to complain about. With the recent promo it definitely makes more sense to ride GRAB!,5,Service and Arrival,Shinnsyrec,GrabFood
2282,2016-12-30 09:26:15,False,,"- please have more discounts, promo codes or offers especially for grabcar!  
- i take grabcar very often (almost every 1-2days) & sometimes prices for grabcar are really super expensive😡
- grabhitch bookings takes an EXTREMLY long time & its very inconvenient for sudden last minute change of plans (e.g. rain/weather) 
- price has been increasing badly nowadays! even a short trip, it can cause up to $11, stupid grab! not affordable at all

please do something about it for better improvements.",3,lack of offers & promos!!!,regular grab user,GrabFood
2283,2016-08-30 01:32:00,False,,It's a handy apps when it indicates the full fare before you submit for pick-up.,5,Wonderful 3rd party car service,AllieLim,GrabFood
2284,2016-08-13 09:23:37,False,,"It has more options than Uber, and needs less support.",5,Fast Taxi app with many options,migamake7,GrabFood
2285,2016-07-11 23:29:24,False,,First time to use it. Super convenient & easy to use. The ride to airport was most enjoyable as driver is very friendly & we had a good chat. Keep up the good job!,5,Loving it!,CT Leoh,GrabFood
2286,2016-05-22 05:46:45,False,,First driver that I had ever used using Grab taxi that made the effort to call me to ask for exact location once he got my job.,5,Responsible driver,Prada Lydia,GrabFood
2287,2016-05-01 08:04:28,False,,Been a grab car customer for quite sometimes now and they haven't disappoint us so far...,5,Satisfied,Boyleloo,GrabFood
2288,2016-04-09 01:35:46,False,,"The drivers are very friendly, i feel safe using this app.",5,Definitely recommend this app,Ryan Yeong,GrabFood
2289,2015-10-01 22:25:08,False,,Easy to use and fast. Can be improved by letting users to select default comment such as wait at car park xxx or beside bus stop or next to xxx petrol station.,5,Excellent app,Tee 2012,GrabFood
2290,2015-09-27 04:42:08,False,,It helped me book a taxi specially when there were long taxi lines. I hope more taxis get to use this system.,5,Timesaver,feraissisan,GrabFood
2291,2015-04-09 07:59:30,False,,Very fast and efficient! This is the first time I'm using this app and it only took 1min for arrival to my place. However I was not aware of the surcharge implemented for bookings. It's still good!,5,Good,Sufrinaaa,GrabFood
2292,2014-12-20 19:58:45,False,,"Recommended for regular taxi user . Not too sure why everyone is complaining , at least better than uber .",5,Very good app,Doggylicious12,GrabFood
2293,2014-06-09 15:05:28,False,,"First tried grab taxi in bkk. Thought that the idea was great. But little did I expect, it's already in Singapore. It really saved me lots of time! No more waiting for taxi under the hot sun of SINGAPORE!",5,Thumbs up,The-promises,GrabFood
2294,2014-11-19 03:45:05,False,,"Great app, most of the time I'll be able to get a cab quickly and not to mention the GPS showing the location of the cab! It saves the booking history too.",4,Awesome app,Veileen,GrabFood
2295,2014-08-26 00:58:07,False,,Hardly any bugs. Facilitates communication between passenger and driver. Pick up location can be improved with better accuracy.,4,Efficient and easy to use,Tarzennee,GrabFood
2296,2019-10-31 18:19:25,False,,"Alot of drivers now are cancelling riders to get the high demand price earnings. And there are also drivers that doesn't want to cancel the riders if they don't wanna fetch them and just drove further and further away, wasting the riders' time.",3,Grabcars,kashhsh,GrabFood
2297,2020-04-15 04:47:02,False,"{'id': 14884766, 'body': 'Hi sam15337318, sorry to hear that you feel this way. Can you write to us via our in-app help centre so that we can understand your concerns better? Thank you! -Evan', 'modified': '2020-04-24T09:15:13Z'}",TRASH APP!!!!! Cancelled my driver twice on me then when I called to cancel they wouldn’t let me cancel?? Then after I asked if they would reimburse the restaurant since the food would probably be cold and couldn’t be used. Told me to report if I received cold food after? Why not solve the problem at the start? Useless response team,1,TRASH APP,sam15337318,GrabFood
2298,2020-03-11 03:16:20,False,,"I ordered food for my friend and the driver did not deliver the food despite me putting in all the details. Grab still had the nerve to accuse me of not putting down an address and furthermore, suspended my account and stated if i dont make the payment, they will not allow me to use the app! Horrible experience.",1,Did not deliver food,hsiabsnwkwojz,GrabFood
2299,2019-09-25 17:45:08,False,,Grab keeps setting the pickup points at locations completely different from where I am. More than once has it happened where I either had to rebook and pay the fee or call the driver to pick me up at my actual location.,1,Wrong pickup locations,Darreeeeeeeen,GrabFood
2300,2019-08-25 04:29:36,False,,App has become very unresponsive. Doesn’t respond when I tap for 10-15 seconds.,5,Unresponsive,Swami123,GrabFood
2301,2019-07-04 01:29:41,False,,Best food app there is. One improvement: allow us to order in advance before 8am.,5,excellent,Aloha7272,GrabFood
2302,2019-07-24 00:40:59,True,"{'id': 4675963, 'body': 'Hey Immech, sorry to hear that. Do share more details with us via Facebook PM or Twitter DM so that we can assist you further.', 'modified': '2019-07-24T00:40:59Z'}","Been some time now. When I call driver, no sound. When they call me, no sound in the beginning but it is ok after a while.",3,Grab call function faulty,Immech,GrabFood
2303,2019-06-13 00:36:23,False,,"I love and support Grab in every ways. I literally use Grab Everyday, transport and Grabfood. Drivers and grabfood delivery personnels are great! Can’t do without Grab. Thanks so much",5,Awesome!,RAS.Family,GrabFood
2304,2017-08-22 00:40:03,False,,Easy to use and excellent service from drivers who are friendly. Always a pleasure using the app and service.,5,Great App,hardtogame,GrabFood
2305,2019-04-11 02:10:02,False,,Not able to perform credit card Top up after installing the latest version :(,3,Can’t do Credit Card TOP UP after Installing the latest version,user mmmmmmq,GrabFood
2306,2019-03-27 03:14:25,False,,Grab app would cause iPhone (ios11.4) to heat up- caused by an extremely fast discharging of battery. No other processes were running in the background and issue is repeatable through multiple phone resets. No other applications I’ve tried would surface this issue so I’m convinced the app is the culprit.,1,Overheating issues,weh_town,GrabFood
2307,2019-02-18 14:27:25,False,"{'id': 7426419, 'body': 'Hi Stixch, that’s not the experience we want you to have. Possible to drop us a note on Facebook via m.me/Grab so that we can assist? Thank you!', 'modified': '2019-02-23T03:42:27Z'}",I cant even let the grab app load after downloading. I have no access stuck on the green background with the word grab and i have redownload the app couple of times and still no change.,2,App crash,Stixch,GrabFood
2308,2018-08-30 07:00:50,False,"{'id': 4907992, 'body': 'Hi KC@SG, do reach out to us via our online/in-app Help Centre so that we can look into this for you.', 'modified': '2018-09-03T04:07:35Z'}",Report an issue does not take me to what I want “report an issue”.  It is actually an FAQ.  Also there are problems of multiple charges which did not reflect in the history.,3,Feedback section is weak,KC@SG,GrabFood
2309,2018-08-11 08:02:55,False,,"The app is a poor front end for google map, the company behind is terrible: slow, beaurocratic and run by people don't care or don't understand customer support.

Unfortunately in some countries it's the only option. I hope I'll have some alternative soon so I can rid my phone by this stupidity.

Uber pls come back to Singapore!",1,Crappy app crappy company,M@arc0 C,GrabFood
2310,2018-02-28 22:53:49,False,,"Can’t access my location even though App has been given access! App keeps on saying that location is not detected and access has to be given! Fix this Grab! I can’t even book a single trip now. What a waste of time.
P.S. it used to be fine before this!",2,Glitching App,TheSchizoBish,GrabFood
2311,2018-01-22 04:50:37,False,,"Trying to contact customer service to appeal for the reinstatement of rewards expire 2 weeks ago. Found no contact point and no where to provide feedback. No hotline, not even email",3,Rewards,YoggyLM,GrabFood
2312,2017-12-24 04:15:30,False,,"someone tried to change my email, the app told me my email is changed but I did not change anything.
Then all the credit cards I added were all gone.. now I am suspecting security issues with the app

I do not dare to add my credit cards to grabpay again, until they can assure me that they are safe.",1,someone changed my email,K.K.Johnny,GrabFood
2313,2017-11-15 23:50:42,False,,"The app is working fine albeit the long wait on peak hours.

Good feature is that you can order grab for place far away to fetch your family member / other person.

Bad things are that they gave estimated fare and not the final price, therefore the final price most likely be more than the estimated price.",2,Estimated Fare,Cpt. Blackbeard,GrabFood
2314,2017-09-29 05:04:25,False,,"Ya even the driver was late and not even to answer the call to inform the reason such as traffic jam or what when the booked time already pass about  5min end up pick me up and not even say sorry 
Disappointed:( 
Cheap but no standard cause people delay on work or any appointment or else ..",2,Late,working ppl,GrabFood
2315,2017-08-22 05:58:08,False,,"Basically taxi can anyhow just key in an amount to charge you for the fare. Since you using grabpay, 1) you can't cancel the payment 2) grab can't do anything to refund you. 

After booking, taxi can just click in transit even though they have not arrive. This caused inconvenience to us if we want to cancel the ride due to various reason.",1,Flaws,Kenlimzj,GrabFood
2316,2017-08-19 05:39:56,False,,Love the offers and comfort of booking from my home and getting a ride within 5 mins usually,5,Great service,Tyche115,GrabFood
